<xml>
Grade 	CC Domain	Domain	Sub Domain	Minor Domain	Competancy	Notes
2	G	Geometry	Reason with shapes and their attributes.	Draw three-dimensional shapes.	Draw a cube.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Partition a rectangle into rows and columns of equal-sized squares.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Tell how many equal-sized squares form a given rectangle.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Identify a circle that is partitioned into three equal shares.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Draw lines to partition a circle into three equal shares.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Identify a rectangle that is partitioned into three equal shares.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Draw lines to partition a rectangle into three equal shares.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Describe three equal shares as thirds.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Describe one of three equal shares as a third of the whole.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Describe the shapes of equal shares.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Draw lines to partition a circle into the same number of equal shares in more than one way.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Draw lines to partition a rectangle into the same number of equal shares in more than one way.	
2	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Recognize that equal shares of identical whole shapes do not need to be the same shape.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 0.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 1.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 2.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 3.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 4.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 5.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 6.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 7.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 8.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 9.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply a number (0-10) by 10.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 144.	Multiply a number (0-12) by 11.	FL MA.3.NSO.2.4
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 144.	Multiply a number (0-12) by 12.	FL MA.3.NSO.2.4
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 1.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 2.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 3.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 4.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 5.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 6.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 7.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 8.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 9.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide a number by 10.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 144.	Divide a number by 11.	FL MA.3.NSO.2.4
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 144.	Divide a number by 12.	FL MA.3.NSO.2.4
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Use equal groups to multiply.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Use a tape diagram to multiply. 	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Draw equal groups to multiply.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Write a repeated addition equation to represent equal groups.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Write a multiplication equation.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Identify the factors in a multiplication equation.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Identify the product in a multiplication equation.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Use a number line to multiply.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Use an array to multiply.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Draw an array to multiply.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Choose an appropriate strategy to multiply.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Multiply within 100.	Multiply three factors.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Use equal groups to divide.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Use a tape diagram to divide.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide to find the size of equal groups.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide to find the number of equal groups.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Use a number line to divide.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Use repeated subtraction to divide.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Use an array to divide.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Draw an array to divide.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Write a division equation.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Write a division equation more than one way. 	division sign and long division bar
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Identify the dividend in a division equation.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Identify the divisor in a division equation.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Identify the quotient in a division equation.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Divide 0 by a number.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Understand that it is not possible to divide a number by 0.	
3	OA	Operations and Algebraic Thinking	Multiply and divide within 144.	Divide within 100.	Choose an appropriate strategy to divide.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use arrays to show the Commutative Property of Multiplication.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use the Commutative Property of Multiplication to multiply (multiply in any order).	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Write multiplication equations that show the Commutative Property of Multiplication.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use the Multiplication Property of Zero to multiply by 0.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use the Multiplication Property of One to multiply by 1.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use an array to show the Distributive Property.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use the Distributive Property (with addition) to multiply.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use the Distributive Property (with subtraction) to multiply.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Use properties of multiplication to multiply.	Use the Associative Property of Multiplication to multiply.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Given a multiplication equation, write a related division equation.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Given a division equation, write a related subtraction equation.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Write two multiplication equations for a fact family.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Write two division equations for a fact family.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Write a fact family given three numbers.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Use multiplication to divide.	
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Tell when an equation with up to 4 terms involving multiplication and/or division is true.	"FL MA.3.AR.2.2
limited to multiplication/division facts within 144"
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Tell when an equation with up to 4 terms involving multiplication and/or division is false.	"FL MA.3.AR.2.2
limited to multiplication/division facts within 144"
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Explain why an equation with up to 4 terms involving multiplication and/or division is true.	"FL MA.3.AR.2.2
limited to multiplication/division facts within 144"
3	OA	Operations and Algebraic Thinking	Use properties of multiplication and the relationship between multiplication and division.	Relate multiplication and division.	Explain why an equation with up to 4 terms involving multiplication and/or division is false.	"FL MA.3.AR.2.2
limited to multiplication/division facts within 144"
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Interpret products and quotients.	Interpret products of whole numbers as the total number of objects in equal groups.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Interpret products and quotients.	Interpret quotients of whole numbers as the number of objects in each equal group.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Interpret products and quotients.	Interpret quotients of whole numbers as the number of equal groups.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Interpret products and quotients.	Describe a context in which a number can be expressed as a multiplication expression.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Interpret products and quotients.	Describe a context in which a number can be expressed as a division expression.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Find the unknown number in an equation.	Find the missing factor in a multiplication equation.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Find the unknown number in an equation.	Find the missing divisor in a division equation.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Find the unknown number in an equation.	Find the missing dividend in a division equation.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving multiplication within 100.	Use objects or drawings to represent multiplication word problems.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving multiplication within 100.	Use a tape diagram to represent multiplication word problems.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving multiplication within 100.	Use an array to represent multiplication word problems	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving multiplication within 100.	Use a number line to represent multiplication word problems	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving multiplication within 100.	Use an equation with a symbol for the unknown number to represent multiplication word problems.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving equal groups where the total is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving equal groups where the group size is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving equal groups where the number of groups is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving arrays where the total is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving arrays where the number of rows is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving arrays where the number of columns is unknown.	columns = number in each row
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving measurement where the total is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving measurement where the size of equal measures is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving measurement where the number of equal measures is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving area where the area is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving multiplication within 100.	Solve word problems involving area where a side length is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving division within 100.	Use objects or drawings to represent division word problems.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving division within 100.	Use a tape diagram to represent division word problems.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving division within 100.	Use an array to represent division word problems	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving division within 100.	Use a number line to represent division word problems	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Represent word problems involving division within 100.	Use an equation with a symbol for the unknown number to represent division word problems.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving equal groups where the total is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving equal groups where the group size is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving equal groups where the number of groups is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving arrays where the total is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving arrays where the number of rows is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving arrays where the number of columns is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving measurement where the total is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving measurement where the size of equal measures is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving measurement where the number of equal measures is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving area where the area is unknown.	
3	OA	Operations and Algebraic Thinking	Represent and solve problems involving multiplication and division.	Solve word problems involving division within 100.	Solve word problems involving area where a side length is unknown.	
3	OA	Operations and Algebraic Thinking	Solve two-step word problems.	Solve two-step word problems involving addition and subtraction.	Write an equation using a letter to represent the unknown number.	
3	OA	Operations and Algebraic Thinking	Solve two-step word problems.	Solve two-step word problems involving addition and subtraction.	Check and explain whether an answer is reasonable.	
3	OA	Operations and Algebraic Thinking	Solve two-step word problems.	Solve two-step word problems involving multiplication and division.	Write an equation using a letter to represent the unknown number.	
3	OA	Operations and Algebraic Thinking	Solve two-step word problems.	Solve two-step word problems involving multiplication and division.	Check and explain whether an answer is reasonable.	
3	OA	Operations and Algebraic Thinking	Solve two-step word problems.	Solve two-step word problems involving all four operations.	Write one equation with two operations and a letter to represent the unknown number.	
3	OA	Operations and Algebraic Thinking	Solve two-step word problems.	Solve two-step word problems involving all four operations.	Solve an equation with two operations by multiplying or dividing before adding or subtracting from left to right.	
3	OA	Operations and Algebraic Thinking	Solve two-step word problems.	Solve two-step word problems involving all four operations.	Check and explain whether an answer is reasonable.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Use the multiplication table. 	Identify a pattern in the multiplication table.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Use the multiplication table. 	Explain a pattern in the multiplication table using properties of operations.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Use the multiplication table. 	Use a pattern in the multiplication table to solve a problem.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Use the multiplication table. 	Use the multiplcation table to find multiplication facts.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Use the multiplication table. 	Use the multiplcation table to find division facts.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Use the multiplication table. 	Find missing products in a multiplication table.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Use the multiplication table. 	Find missing factors in a multiplication table.	
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Identify a pattern in a set of 4 or more numbers.	Write a rule for the pattern.	FL MA.3.AR.3.3
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Identify a pattern in a set of 4 or more numbers.	Write the next few numbers to extend the pattern.	FL MA.3.AR.3.3
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Identify a pattern in a set of 4 or more numbers.	Fill in missing numbers in the pattern.	FL MA.3.AR.3.3
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Create a number pattern.	Write a set of numbers given a rule for a pattern and a starting number.	FL MA.3.AR.3.3
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Create a number pattern.	Identify the position of a number within a number sequence.	FL MA.3.AR.3.3
3	OA	Operations and Algebraic Thinking	Identify and explain arithmetic patterns.	Create a number pattern.	Identify the number in a given position within a number sequence.	FL MA.3.AR.3.3
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Determine whether a number (up to 1,000) is even or odd.	Identify an even number.	FL MA.3.AR.3.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Determine whether a number (up to 1,000) is even or odd.	Identify an odd number.	FL MA.3.AR.3.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Determine whether a number (up to 1,000) is even or odd.	Explain why a number is even.	FL MA.3.AR.3.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Determine whether a number (up to 1,000) is even or odd.	Explain why a number is odd.	FL MA.3.AR.3.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Identify the value of the ones digit in a four-digit number.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Identify the value of the tens digit in a four-digit number.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Identify the value of the hundreds digit in a four-digit number.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Identify the value of the thousands digit in a four-digit number.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Read a four-digit number in standard form.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Read a four-digit number in expanded form.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Read a four-digit number in word form.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Write a four-digit number in standard form.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Write a four-digit number in expanded form.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Read and write four-digit numbers.	Write a four-digit number in word form.	FL MA.3.NSO.1.1
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Round whole numbers within 1,000.	Use a number line to round a number.	
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Round whole numbers within 1,000.	Use place value to round a number.	
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Round whole numbers within 1,000.	Round a two-digit number to the nearest ten.	
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Round whole numbers within 1,000.	Round a two-digit number to the nearest hundred.	
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Round whole numbers within 1,000.	Round a three-digit number to the nearest ten.	
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Round whole numbers within 1,000.	Round a three-digit number to the nearest hundred.	
3	NBT	Numbers and Operations in Base Ten	Understand place value.	Round whole numbers within 1,000.	Identify a compatible number for a given number.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Estimate sums.	Use rounding to estimate a sum.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Estimate sums.	Use compatible numbers to estimate a sum.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Estimate differences.	Use rounding to estimate a difference.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Estimate differences.	Use compatible numbers to estimate a difference.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use the count on strategy to add on a number line.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use the make a ten strategy to add on a number line.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use mental math to add three-digit numbers.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use the make a ten strategy to add three-digit numbers.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use expanded form and partial sums to add three-digit numbers.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Add three numbers.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Add four numbers.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use an estimate to tell whether a sum is reasonable.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use subtraction to check addition.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use the count back strategy to subtract on a number line.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use the count on strategy to subtract on a number line.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use mental math to subtract three-digit numbers.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use an estimate to tell whether a difference is reasonable.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use addition to check subtraction.	
3	NBT	Numbers and Operations in Base Ten	Multiply by multiples of 10.	Find the product of a one-digit number and a multiple of 10.	Use a number line to multiply by a multiple of 10.	
3	NBT	Numbers and Operations in Base Ten	Multiply by multiples of 10.	Find the product of a one-digit number and a multiple of 10.	Use a model to multiply by a multiple of 10.	
3	NBT	Numbers and Operations in Base Ten	Multiply by multiples of 10.	Find the product of a one-digit number and a multiple of 10.	Use drawings (quick sketches) to multiply by a multiple of 10.	
3	NBT	Numbers and Operations in Base Ten	Multiply by multiples of 10.	Find the product of a one-digit number and a multiple of 10.	Use place value to multiply by a multiple of 10.	
3	NBT	Numbers and Operations in Base Ten	Multiply by multiples of 10.	Find the product of a one-digit number and a multiple of 10.	Use the Associative Property of Multiplication to multiply by a multiple of 10.	
3	NBT	Numbers and Operations in Base Ten	Multiply by multiples of 10.	Find the product of a one-digit number and a multiple of 10.	Use the Distributive Property to multiply by a multiple of 10.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Identify and use properties of addition.	Identify the Commutative Property of Addition.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Identify and use properties of addition.	Use the Commutative Property of Addition to add.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Identify and use properties of addition.	Identify the Associative Property of Addition.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Identify and use properties of addition.	Use the Associative Property of Addition to add.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Identify and use properties of addition.	Identify the Addtion Property of Zero.	
3	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Identify and use properties of addition.	Use the Addition Property of Zero to add.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Tell when a shape shows unequal parts.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Tell when a shape shows equal parts.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Identify a whole.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Identify 2 equal parts as halves.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Identify 3 equal parts as thirds.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Identify 4 equal parts as fourths.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Identify 6 equal parts as sixths.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify equal parts of a whole.	Identify 8 equal parts as eighths.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Identify a unit fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a unit fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Identify the numerator of a fraction as the number of equal parts being counted.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Identify the denominator of a fraction as the the number of equal parts in the whole.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a numerator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a denominator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a fraction with a denominator of 2.	
